text,topic
"martin scorsese , another italoamerican moviemaker , confronted that perspective with his own , more down-to-earth vision of mafia in 1973 mean streets , movie that dealt with lower echelons of organised crime .",movie
"unfortunately for scorsese , his film was unspectacular and too artsy to compete with coppola's influence on mafia portrayals in the movies .",movie
seventeen years later scorsese returned to mean streets of new york with another film that dealt with darker side of american organised crime .,movie
"this film was goodfellas , epic black comedy which is today considered as one of the best and most influential films of 1990s .",movie
"goodfellas owes some of its initial success and popularity to the fact that it was based on the true story , told in best-seller book wiseguy by nicholas pileggi ( who would co-write the screenplay for the film ) .",movie
"the book , as well as the film , chronicled thirty years in the life of henry hill ( played by ray liotta ) , irish-italian criminal from new york .",movie
"at the age of 13 he gets recruited in the criminal organisation of paulie cicero ( played by paul sorvino ) , local mob boss , and gradually climbs up the ladder starting with small errands .",movie
"after couple of years , together with his best childhood friend tommy de vito ( played by joe pesci ) , he joins the crew of expert thieves led by jimmy conway ( played by robert de niro ) .",movie
"three of them spend years as best friends and associates , gathering enormous wealth from their criminal enterprises that would culminate with one of the most spectacular robberies in american history .",movie
"wealth , influence and privileges of men connected with mafia are enough for henry hill to seduce his future wife karen ( played by lorraine bracco ) , who would afterwards remain loyal to her husband despite infidelities , domestic abuse , arrests and would even be accomplice to his own private drug dealing business .",movie
"but the perfect world of "" wiseguys "" gradually begins to fall apart - tommy's unpredictable outbursts of homicidal violence , jimmy's reluctance to share his part of the loot with partners and , finally , henry's own drug habit would lead to his downfall and make him question his loyalty to the friends .",movie
goodfellas is an excellent example of a film that represents work of a film genius in his full glory .,movie
scorsese managed to create a vision which is effective and complete despite being full of contradictions that would ripped the film apart in the hands of less talented filmmaker .,movie
world depicted in this film is both ordinary and fascinating .,movie
"scorsese spares no effort to show us all the violence , hypocrisy and inherent paranoia of organised crime , yet it manages to make it both seductive and funny .",movie
"after being exposed to two and half hours of the film and three decades of criminal history ( based on some notorious real life events ) , the audience understands why the characters chose such dangerous life paths , trading the superficial and short-lasting glamour and prosperity of a criminal to the dullness and poverty of honest citizens .",movie
"scorsese also manages to break viewer's moralistic inhibitions by showing truly revolting material - scenes that depict personal tragedies , broken homes , human depravity , violence , bloodshed and murder - in all their uncompromising reality , but in a manner that would make it amusing and funny to the audience .",movie
"with the use of ironic soundtrack , manipulative shots , character's dialogue or narrator's commentary , goodfellas represents the new standards of black humour that would became very popular few years later during tarantino era .",movie
"even if we don't pay attention to skills with which potentially disturbing material becomes eye pleasing and entertaining , we should admit that scorsese displays his talents of truly original and creative filmmaker .",movie
"first , we might notice unusual structure of the plot - relatively minor subplot is used as movie's ironic prologue .",movie
"then , instead of single narrator , scorsese switches to the second character as narrator in the middle of the film only to switch back to the original shortly afterwards .",movie
"this multiple points of views , both in terms of narration and various subjective shots , only lengthens the ironic distance towards characters and their situation .",movie
same ironic distance comes with extremely effective choice of soundtrack .,movie
"nostalgia for good old times is illustrated with easy-listening 1950s pop songs , while depression , paranoia and bad times find their expression in more neurotic rock songs of late 1960s and 1970s .",movie
"but the soundtrack is most effective when it is used as ironic comment - almost pastoral , easy listening tunes make strong and very ironic contrast to the scenes of violence and bloodshed .",movie
"however , thing most associated with this film is couple of continuos shots that feature characters moving through large rooms and interacting with dozens if not hundreds of people .",movie
"such scenes , although they require very great skill and patience during their shootings , became very popular among other directors in 1990s .",movie
"fragmentary character of the screenplay , which doesn't have straight plot and instead bases film on series of loosely connected vignettes , gives another interesting opportunity for scorsese .",movie
"he uses this structure of film to experiment , and most successful of such experiments is hilarious "" a day in life "" segment near the end of the film .",movie
another essential element of goodfellas is large but superb collection of great acting talents .,movie
"the most respectable among them is robert de niro , but his character , who happen to be most quiet and business-like member of criminal trio , gets overshadowed by two of his friends and colleagues .",movie
"joe pesci deserved his "" oscar "" for supporting role of homicidal psychopath tommy , and his lines , including ad-libs , probably represent the most memorable element of the film .",movie
"ray liotta , although equally talented , perhaps doesn't look as the best choice for narrator and nominal hero of the film .",movie
liotta's henry hill looks somewhat too hollywoodised and glamorous among this bunch of low-level street thugs .,movie
"liotta , on the other hand , improves general impression by very realistic and menacing portrayal of drug addiction .",movie
"lorraine bracco is , on the other hand , very effective and believable as karen hill , wife who gradually descends into same moral cesspool as her husband .",movie
"paul sorvino is also very effective as patriarch mafioso , and among the supporting cast most memorable is chuck low as pestering small-time gangster who unknowingly digs his own grave .",movie
"as a combination of clever sociological study , black humour and innovative filmmaking goodfellas became something only the truly great films could do - work of art and excellent popular entertainment in the same time .",movie
"because of this achievement , and also because of the great influence on future filmmakers , this cinematic gem deserves its rightful place among the best films of 1990s .",movie
""" the blair witch project "" was perhaps one of a kind , a unique film that played completely on its own merit , managing to scare even the most experienced horror fans out of their senses .",movie
"its success made a sequel inevitable , but this is not the sequel , i suspect , anyone much wanted .",movie
"after the release of "" the blair witch project "" , tourists have practically invaded the small town of burkettsville , in order to get a glimpse of the blair witch .",movie
"locals have turned this mass hysteria into a great business opportunity , selling twig-sculptures , stones and dirt like those in the movie , and the exasperated local sheriff patrols the woods with a bullhorn , shouting , "" get out of these woods and go home !",movie
"there is no goddamned blair witch ! "" .",movie
"jeff ( ) is one of those people , who has used the sudden popularity of the small town to his advantage .",movie
"after he got released from the mental institution , he created a mobile business that attracts thousands of customers through the internet .",movie
"as the movie starts he is leading one of these groups into the woods , on the "" blair witch hunt "" .",movie
"among the five strangers is stephen and his girlfriend , the pregnant tristen , who are writing a book on the hysteria caused by the film called "" the blair witch : history or hysteria ? "" , and kim , who dresses in black and has some psychic powers .",movie
"the last member of the crew is erica , a young beautiful witch-wannabe , who constantly quotes from the wiccan lore , saying "" the first rule of wicca is , do no harm , because whatever you do will come back to you threefold . """,movie
"this strange group plunges into the woods , where they begin to argue about their different approaches to the experience .",movie
"on the very first night that they decide to spend under the stars amidst the ruins of parr's abandoned house , strange things start happening .",movie
when they wake up their equipment is gone and only the tapes remain .,movie
after a while they discover strange markings on their bodies .,movie
"they are somehow lost in time , as it loops uncontrollably back and forth .",movie
they are all haunted by hallucinations and horrible nightmares and soon they can not see the difference between dreams and reality .,movie
the only thing that they are sure of is that they have brought something or someone with them from the woods . .,movie
"documentary director joe berlinger ( "" paradice lost "" ) helms "" blair witch 2 "" , leaving the creators of the first film ( dan myrick and ed sanches ) in the background .",movie
"the opening scenes--the documentary showing the townspeople affected by the first film-- is a more promising approach , because instead of trying to cover similar ground , it goes outside the first film and makes its own stand .",movie
"but soon the movie gets confused and sidetracked by its own story , that is never resolved and ends with a very anticlimaxic epilogue .",movie
"in a way , this is a typical hollywood sequel .",movie
more money has been spent and more people have worked on a project that was doomed to fail .,movie
the horror and suspense of the original simply could not be repeated .,movie
"of course in these situations , quantity is more important than quality and profit is more important than the artistical values .",movie
"from its opening scenes when the camera gracefully panes over the bloody-red forest , with carter burwell's ( "" being john malkovich "" and "" fargo "" ) musical score in the background , you realize that with the exception of its title , this film has absolutely nothing to do with "" the blair witch project "" .",movie
""" blair witch . . """,movie
was filmed by handheld videocameras and nfeatured acting that was mostly based on improvisation .,movie
"in the sequel the technical aspect of the film is close to perfection , creating a completely different atmosphere .",movie
"with its graceful cinematography , production design and flashy editing , the film has a very polished look , which is impossible to associate with the first installment .",movie
"and though berlinger directs his film with an energy and pace that makes the adrenaline rush through the body a couple of times , he has obviously misunderstood the nature of his predecessor .",movie
the key is simplicity .,movie
""" blair witch project "" had a story which was incredibly simple .",movie
that allowed the audience to fill the gaps with our own imagination .,movie
"the film was practically an empty screen , on which we projected our most frightening nightmares .",movie
"the effect was incredibly powerful , lasting and entir e everyone , but in a different way .",movie
""" book of shadows "" feels incredibly controlled and restrict .",movie
"here , very little is left to our imagination and the story is so complex and "" clever "" that the screenwriters are the first to get lost in it .",movie
there is is no book of shadows and no conclusion that we can be satisfied with .,movie
this is simply a less artistic film that doesn't have the talent and originality of its predecessor .,movie
it resorts to fancy cinematography and special effects to create the right effect and doesn't always succeed .,movie
"but most importantly : it stands on its own ground and has almost no connection with the first movie , which doesn't allow it to destroy the original .",movie
"in the end , i can't call it a bad effort .",movie
"it's less artistic , not so scary and less original , but certainly not bad .",movie
it's simply different .,movie
"in fact , if you haven't seen "" the blair witch project "" , you might like this film for what it is -- a cross between "" the blair witch project "" and the "" scream "" -films .",movie
the only element that remains constant and similar between the two films is the solid acting ( jeffrey donovan and tristine skyler should be mentioned ) and incredible sense of surrealism .,movie
"but it's a common knowledge and experience that , with a few exceptions , every movie sequel is worse than the original and some are even not worth making .",movie
"to me the story of "" the blair witch project "" seemed completed , but there are obviously no limits to commercial success that "" the book of shadows "" is certainly assured .",movie
"and it's already time to look forward to "" blair witch 3 "" .",movie
"seen may 31 , 1999 on home video ( rented ) .",movie
"one of the best things about the movies is that they can make you really start to wonder and analyze things in your own , everyday life that you might not have thought much of otherwise .",movie
"with some films it might be just a secondary issue , but with `dark city' what we get is nearly an entire film committed to philosophizing and theorizing about human memory and how it defines who we are , which is a poignant theme made through an absolutely beautifully-constructed film with the kind of story and setting that could only happen in a movie .",movie
"there's an old role-playing computer game called `d ? ja v ? ' wherein the player takes on the role of a man who can't remember who he is , where he is and how he got there .",movie
the goal is to gather as many clues as possible to figure that out and along the way overcome a conflict .,movie
"the premise to this film is not unlike that game , only this time we don't have control over the protagonist .",movie
"we begin by meeting a seemingly ordinary man living in an extremely dark and dirty city ( actually , it's more than just the city , it's the whole reality ) that isn't just that neo-gothic look ( a la `batman , ' `blade runner , ' ) , but is so fully developed it's almost a different genre completely .",movie
"later he will learn that his name is john murdoch ( sewell ) , but for now he has no idea what's going on other than the fact something is not right .",movie
"the fact there's a dead body in the corner goes to enhance the feeling of paranoia and a mysterious , hurried call telling him to leave immediately is also very chilling .",movie
"this opening scene alone goes a long way to define the setting of the film and its bizarre , horrific tone .",movie
the man doesn't know who he is nor where he's going and it's interesting to follow him since we the viewers have no idea either we can sympathize and identify with him .,movie
"in fact , this is the way all stories begin since it's impossible to know the history of a character , their feelings , values , morals , etc . until after we've observed them for a while .",movie
"but in this case , the total feeling of amnesia is an excellent tool towards characterization , developing the mood and outlining the story .",movie
"eventually , some semblance of a plot begins to unfold as it appears that john is a serial killer wanted by the police .",movie
"we met inspector frank bumstead ( hurt ) , a quiet , unemotional , soft-spoken deadpan man who appears to have been on the trail of the killer for some time .",movie
"two other important characters are also introduced : dr . daniel p . schreber ( sutherland ) , a neurotic psychiatrist who claims to be john's doctor ; and emma murdoch ( connelly ) , a jazz singer dolled up to look like a caraciture right out of the old dick tracy serials or any given leading lady of the old film-noir movies .",movie
it was schreber who contacted john for reasons that are continually revealed throughout the course of the film .,movie
"he also contacts emma , which further helps the film reveal what is seemingly a complex , mysterious back story .",movie
"but absolutely nothing is as it appears to be in `dark city , ' which is what makes it so fascinating throughout its continual scenes of confusion and vertigo .",movie
"everything the filmmakers want us to see has some significance - considering how intricate the detail is to every single shot , its lighting , art direction and overall production design , they don't seem to be able to afford any gratuities .",movie
"however , that might also be what's keeping it from reaching its maximum potential .",movie
"by continuing to follow john as he wanders around this strange place , so much unlike the real world we know , we come to realize that it's all a hoax .",movie
everyone in the city is the subject of an experiment being conducted by a race of aliens to understand what makes humans tick in their efforts to somehow save themselves from extinction .,movie
"but , as the film's tagline says , `last night , one of us went off . '",movie
"for reasons that are never clearly explained , it appears that john possesses telekinetic powers to can do pretty much whatever his mind can conceive ( a process known as `tuning' ) .",movie
"the aliens , which look like very old bald human men with pasty skin , also possess the power en masse and use it to change the city every night at midnight .",movie
"at the same time all the humans fall asleep and after the changes are made , they awake and either continue where they left off or begin a new life they have no idea they did not have until then .",movie
this premise certainly is interesting and director and co-screenwriter alex proyas is able to keep the film consistently mysterious in this regard .,movie
he does provide some explanations such as that dr . schreber is an assistant to `the strangers' because he somehow could synthesize memory into chemical form .,movie
the aliens mix and match the memories of the city's population to see who will change and who will not .,movie
"in the process this creates for a good deal of deep , thought-provoking philosophies that could be applied to the real world .",movie
"however , where the film errs is by not playing up the idea of memory versus the human heart as to what makes a person who he or she is .",movie
"the main characters are all closely intertwined within the seemingly complex murder mystery which never actually happened , yet when they start to go through some of the expected emotions it comes off as distant , static and cold ( mediocre performances by hurt and connelly don't help either ) .",movie
"for example , john realizes emma is not and probably never was his wife so he does not feel an emotional bond to her , yet in some scenes crucial to the film's plot , we are expected to believe they do have a genuine love for each other , which is also part of the film's climax and ending .",movie
"and that's what proyas seems to be inferring with the film , but never quite manages to convey in its fullest sense .",movie
"ironically , this is what made his first film `the crow' work so well , which had a similar theme of struggling to find hope and the human spirit within a nearly identical , dark twisted world .",movie
with `dark city' the messenger seems to be mistaken for the message .,movie
"still , the film is by no means bad and is consistently entertaining and enjoyable .",movie
"there's a lot to like here , most notably the sheer visual look and style of it all which accounts for at least half the reasons the film is able to tell the story it does .",movie
the story as a whole is one of the most original to come out of hollywood in years .,movie
`dark city' is what the movies are all about - the escape from the real world .,movie
"linda fiorentino disappeared off the radar after a deservedly heralded turn in the cable pic the last seduction , and her being cast as dogma's lead is nothing short of inexplicable .",movie
"she's still in fine form as bethany , an abortion clinic worker who's lost her faith .",movie
"one night , a visitor from heaven makes a fiery entrance in bethany's bedroom .",movie
"he is metatron ( alan rickman ) , the voice of god , and he needs her help : she must stop two fallen angels from entering a new jersey church-the fate of the universe depends on it .",movie
"god would do it him/herself , but he/she is . . . missing , having taken up human form somewhere on earth never to be heard from again .",movie
"bethany is joined on her road trip to the garden state by the "" prophets "" jay ( jason mewes ) and silent bob ( kevin smith , doing double-duty ) , the slacker minstrels who have appeared in all of smith's films thus far .",movie
"at some point , rock drops naked out of the sky as rufus , the undocumented ( and very black ) "" thirteenth apostle "" , and offers his assistance , as does divine stripper serendipity ( salma hayek ) .",movie
it's a wild ride .,movie
"they're in pursuit of loki and bartleby ( damon and affleck , respectively-this is probably the sharpest either has ever been ) , who were banished from heaven to wisconsin and have discovered a dogmatic loophole that will enable their return .",movie
loki decides to wreak havoc along the way with the knowledge that his sins will be absolved at the pearly gates .,movie
"at one point , he terrorizes a boardroom full of suits with an angry combination of words and bullets .",movie
"it's a nasty , guiltily enjoyable little scene that asks , "" how corrupt are you ? "" .",movie
wings of desire this ain't .,movie
"since debuting with clerks , smith has grown as a director , particularly in terms of working with actors .",movie
"( chris rock is this film's only weak link-between jokes , he's wooden . )",movie
"his no-frills visual style hasn't changed much over the years , though ( dogma's widescreen compositions at least have blockbuster affectations ) , nor has his writing-his characters still sit around delivering one caustic , hilarious speech after another .",movie
"dogma chips away at big religious issues-namely , the hypocrisy that accompanies any organized system of beliefs-eloquently and articulately , but a few of the monologues sound too much like blatant exposition .",movie
"as well , the verbal introduction of each new person seems to take forever .",movie
"any movie with this much weighty talk would have a hard time maintaining momentum ( hurlyburly , anyone ? ) , and eventually dogma's pacing goes slack .",movie
"a long diatribe from bartleby late in the game , in which he laments the destiny of celestial beings , comes at a point when we've heard enough .",movie
"because his change of heart ( bartleby is initially the good cop to loki's bad ) drives the climax , said rant is given a great deal of screen time .",movie
"sure , affleck deserved a big moment ( damon steals their scenes together prior ) , but it ultimately makes the film and us feel bloated .",movie
"like tarantino , smith was a video-age sponge who became a sample-mad indie filmmaker .",movie
"dogma pays welcome homage to an eclectic batch of movies , including indiana jones and the last crusade , with silent bob doing his best harrison ford , and weird science-a shit demon attacks our heroes !",movie
"smith also has a kitchen sink brand of humour : his dexterous maneuvering between the satirical ( a cardinal played by george carlin attempts to mount a publicity campaign with the slogan "" catholicism wow ! "" ) and the scatalogical ensures that no lover of comedy will leave dogma feeling malnourished .",movie
i bust ( ed ? ) a gut on several occasions .,movie
proceedings also get off on the right foot with the opening with the funniest disclaimer ever .,movie
"it's a disclaimer unlikely to put protestors at ease , for to read it , one actually has to see dogma .",movie
"the prerelease ballyhoo is in the tradition of the last temptation of christ's , martin scorsese's 1988 adaptation of nikos kazantzakis' controversial novel , in that it is not directly linked to the picture's content but to rumours and heresy .",movie
"there's a famous anecdote about fletch director michael ritchie inviting picketers of the last temptation of christ into a screening on his dime , just so they could know for certain what they were rallying against .",movie
( not one of them had watched it . ),movie
every single person refused .,movie
"smith and scorsese have a lot in common , and so do the two films in question , because both smith's bethany and scorsese's jesus are hollow shells without their faith .",movie
"in fact , dogma's denouement ( which follows a thrilling showdown that's worth the wait ) is a catholic love-in , a veritable recruitment poster .",movie
( i felt sentimental about a religion i don't belong to .,movie
"now that's powerful filmmaking . ) smith is nothing if not sincere about his own devotion to god , and that spirituality shines through .",movie
it's enough to make me forgive dogma for its editorial sins .,movie
my religion is movies .,movie
"when the catholic league beats on dogma for imaginary crimes against a doctrine , in a roundabout way they're attacking what i live for : freedom of expression through celluloid .",movie
"i therefore feel that , although i'm no bible-thumper , i'm at least as qualified to criticize dogma as william donohue and his followers .",movie
you've heard all the hype .,movie
"you've seen all their faces - natalie portman ( the professional ) as queen amidala , liam neeson ( schindler's list ) as qui-gon jinn , ewan mcgregor ( trainspotting ) as obi-wan kenobi , and jake lloyd ( jingle all the way ) as young anakin skywalker .",movie
"if you've read any reviews , you've also probably heard that this movie fails to live up to the magic and humanity of the first trilogy .",movie
"you also may have heard that this one's too kiddie-friendly , and doesn't have enough content for adults .",movie
believe the hype .,movie
"the effects are stunning , the digitalized creatures are amazingly realistic , the lightsaber duels are amazing , and queen amidala's sumptuous robes are fit to be worn by queen elizabeth .",movie
"but there's something missing here , and it isn't budget or effects - it's everything money * can't * buy .",movie
the actors struggle as best they can to flesh out broad-stroked and flat characters .,movie
"the most successful at this is liam neeson who , as qui-gon jinn , a jedi master to young obi-wan kenobi , has quiet dignity and a wise , commanding presence .",movie
"he is the anchor to this movie , as he is the one character who george lucas apparently spent some time fleshing out .",movie
portman's queen amidala and mcgregor's obi-wan kenobi don't fare nearly so well .,movie
"amidala , the future mother of luke and leia and the queen of a peaceful planet being invaded by the trade federation ( ? ! ? ) , comes off as stoic , stilted and caricatured ( it appears as though she was a vulcan geisha in a former life ) .",movie
"and obi-wan , although mcgregor makes him very endearing , has so little screen time that he's nothing but a robin to qui-gon jinn's batman .",movie
"however , mcgregor does struggle manfully to infuse this surprisingly small supporting role with a spark of genuine insight and humanity , and he does a good job .",movie
"he also absolutely nails alec guiness' ( obi-wan in episode 4 - 6 ) scottish accent , and that really makes his presence in the film more profound than it might have been otherwise .",movie
"in fact , lucas seems to bank on that preexisting knowledge quite a bit , and that's one of the problems with this film .",movie
"i would never call myself a "" star wars "" fan - especially not considering what it means to be a fanatic these days - but i've always enjoyed the films along with everyone else in america .",movie
"however , if you are the one person in america who * hasn't * seen the films at all or even recently , or who doesn't bother to brush-up on the names of obscure characters , you may be hopelessly lost .",movie
"for example , one of the film's main ( nefarious ) characters is senator palpatine .",movie
"for those of you not recently steeped in "" star wars "" trivia , emperor palpatine is that scary hooded apparition who was darth vader's master in "" return of the jedi "" and "" empire strikes back . """,movie
"so , obviously , his appearance in "" phantom menace "" is meant to stir some echoes of his later role in the series , thus making his role here more meaningful .",movie
a lot of the movie is like that .,movie
"r2-d2 and c-3po make token appearances , and it's obvious that lucas is banking on the audience's pre-existing fondness for them . . .",movie
because he doesn't do much to add to it in any way .,movie
"same goes for jabba the hutt , who doesn't look as much mean here as he does corpulent and lazy .",movie
"even * planets * make foreshadowing guest appearances in this film - tatooine ( the desert world where luke grew up ) , coruscant ( the cloud city from "" empire strikes back "" ) , and alderaan ( leia's home planet - which we never actually see - that gets blown up in "" star wars "" ) show up or are mentioned briefly in passing .",movie
what's the result of tying so many plot points and characters to future films ?,movie
the answer is that this one seems surprisingly empty .,movie
"there's no meat - no substance - that makes you want to love the characters as they are , not as they will be .",movie
another problem is that there are actually * too many * alien characters in the film .,movie
"i was distracted by the fact that two of the main evil characters - strange looking aliens who looked like gila monsters - had mouths that barely moved , making them look more like muppets than actual characters .",movie
"and jar jar binks , a silly roger rabbitish amphibious character , is intended as comic relief , but what he really becomes is annoying - and fast .",movie
"unlike chewbacca and c-3po , who got their humanity ( if you'll pardon the expression ) from their interactions with the human characters , jar jar is often left to interact mostly with others of his kind , at times making the movie seem like nothing more than a very expensive "" teenage mutant ninja turtles . """,movie
"furthermore , the dialogue is often stilted and corny , and sometimes downright infantile , thereby rendering some characters into nothing more than bystanders to the plot .",movie
"oddly , this isn't just * my * judgment - lucas has said that he designed this film for kids .",movie
"well , he's done a good job .",movie
"the hero of this film , of course , is young anakin , but it was very hard for me to feel any kinship or identify with an eight-year-old boy .",movie
"that's not jake lloyd's fault , though - he does a good job of being a cute kid , which is apparently all lucas asked of him .",movie
"that's another mistake , of course , because the cute tyke becomes darth vader .",movie
warning : spoilers ahead ! ! ! !,movie
"in my opinion , there was not nearly enough foreshadowing of anakin's future evil in the film .",movie
"the boy is all blond flowing hair and rosy cheeks , and there's nothing more than a spark of aggression in him throughout the entire movie .",movie
"he has a doting mother ( pernilla august , making her first english- language film ) and is a slave to a gross flying gnome on tatooine .",movie
but the only indication the audience gets that this kid isn't all hearts and roses is yoda's hesitation in allowing him to train as a jedi under qui-gon jinn .,movie
his explanation ?,movie
""" his future is clouded . """,movie
( warning : major spoiler ahead .,movie
enter at your own risk . ),movie
"of course , the noble qui-gon dies at the hand of darth maul , a scary-looking sith lord who excels at the jedi arts , but has turned to the dark side .",movie
"this dude has maybe two lines in the entire movie , but he establishes his presence through his amazing moves with his double-sided lightsaber , and his scary facial makeup .",movie
"because qui-gon never gets a chance to train the young anakin in the ways of the force , obi-wan , qui-gon's young padawan apprentice ( one level below knightdom ) , must take over the training himself .",movie
"so , at the end of the movie , we end where the saga actually begins - with obi-wan kenobi and his young apprentice , anakin "" darth vader "" skywalker .",movie
did this story need to be told ?,movie
i would say no .,movie
but is it a worthwhile movie to see ?,movie
absolutely .,movie
"if you don't enter the theater with jedi-size expectations , and you simply want to be treated to an enjoyable visual spectacle , then this is your movie .",movie
the tatooine pod races are a triumph of effects and computer animation .,movie
the digitalized backgrounds on some of the planets are an astonishing sight .,movie
"and yoda and young obi-wan are worth seeing for their origins in a simpler , happier time .",movie
"above all , this is a fun movie .",movie
"not deep , not meaningful , and not profound .",movie
but fun .,movie
"maybe next time , lucas will hire lawrence kasdan to co-write the script , and the guy who directed "" empire "" will direct .",movie
"because if lucas does the next one himself , it will be lacking the one thing it needs the most - potential .",movie
: ),movie
"as african american detective vergil tibbs questions a suspected white murderer inside a jail cell , there is a wonderful , eye-catching shot which instantaneously presents the main message of the entire film .",movie
the shot has tibbs' face completely covered by the shadows of the prison bars .,movie
"to see these bars blocking his face , we see how separated tibbs is from the rest of the characters in the film .",movie
"as a black detective conducting an investigation in a southern town full of violent white bigots , no matter how innocent tibbs is , he is still seen by these bigots as a threat simply because of the color of his skin .",movie
"the bars show that tibbs has not been given a fair chance to show exactly who he is , instead others have chosen him as different and dangerous .",movie
this one shot amazes me because it captures a whole theme in a matter of seconds .,movie
it perhaps may be the most powerful image i have seen in a film .,movie
""" in the heat of the night "" was the first and the best of the three films norman jewison directed concerning racism in america .",movie
jewison has a very keen style of displaying various cases of racism as he is neither pedantic nor overly sentimental .,movie
"I'm only a third way in. Shipped lightening fast.The print quality of the book is very good. I like the rose and the purple foil, they captured her taste here and will look bomb on my bookshelf.As for the writing it's good. Amazing, no. But they painted an incredible picture of her life. Much better writing than I thought to be honest. I was expecting more scattered blurbs throughout the book but the way it's presented does honor her experience, and sounds like her up to an extent. Now, I do think the ghost writer went verbose in some areas that were unnecessary which derailed her voice in my head but I imagine getting the whole picture would be difficult.I was hoping for a thicker book as she's been through a lot. So I am a bit disappointed at that but nevertheless it's an interesting read thus far.As for Britney's life story. I have to say they were smart in starting with her lineage and she didn't hold back keeping her family accountable from the gate. Good on her for having conviction.I suddenly found myself understanding little quirks, connecting the dots, certain things would suddenly click in my head. For example her British accent and her relationship with a lynchpin matriarch elder.Very cool build up. Laying the ground work for her future decisions by presenting us with complex childhood family dynamics really has me understanding her choices and quirks much better than I ever realized I needed to be deep in thought of.Sometimes we judge from a place of pity or outsider perspective instead of compassion. Now I see the soft gentle feminine side of her mindset that we knew when she was younger start to peek through the pages. It's that sweet part of her soul that she doesn't show much nowadays, for good reason of course as she's been deeply hurt and damaged by other's greed, but that delicate nature is part of why most of us were charmed by her. I hope she finds her way back one day.She's been through a lot and I found myself relating to things she'd been through, and feeling deeply saddened by her sense of insecurity in childhood. Her insights correlate along with many of my own life experiences and traumas. I was taken aback by her growth in reflection, as one would believe anger would be the easy way to portray her story, not the case here, it's her appreciation for her past that has earned my deep respect beyond what I thought I had possessed prior to reading.Her story with her brother was touching and softened my distain for his participation in the matter of handling her affairs. Although I hope he is held accountable someday. It shows how loving and innocent she was and how grave a loss she has suffered, for it is those who are selfless that don't speak up only to suffer the most.Such a contrast to the presentation of her character in the media. Thus far this book is an excellent read!------ To be Continued* I'm looking forward to reading through this book in it's entirety and will update when I'm done. One star for the writing not sounding like her in some places. I will change accordingly.",book
"""There have been so many times when I was scared to speak up because I was afraid somebody would think I was crazy. But I've learned that lesson now, the hard way. You have to speak the thing that you're feeling, even if it scares you. You have to tell your story. You have to raise your voice.""What a heartbreaking story. Whatever you feel about Britney this memoir makes you understand and have empathy for all the things that have made headlines in her life. It took me a little bit to get into it because though people believed this was going to be ghostwritten, I believe the editors tried to keep it raw and in her voice so it does jump around a little bit and the flow can be off, but it feels authentically Britney. I got to a point where I couldn't put it down...and then there were parts I had to put it down because it was very difficult to read what she went through.I don't think I will look at any of her past interviews or performances the same and I wish her the best.In speaking of when her family forced her into a mental health facility after refusing to do a second tour in Vegas and wanting to change up dance moves in a performance:""God must have been with me through that period of time. Three months into my confinement, I started to believe that my little heart, whatever made me Britney, was no longer inside my body anymore. Something bigger must have been carrying me through, because it was too much for me to bear alone. I look at the fact that I survived and I think, ""that wasn't me; that was God.""",book
